Question,Kobart-summary
직무 소행시 난관에 봉착했다면 어떻게 해결하시겠습니까 면접자님의 해결법과 이유를 함께 이야기해 주시기 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 직무를 수행하다 보면 많은 난관에 봉착할 때가 있습니다. 제가 능력으로 할 수 없거나 처리하기에 너무 힘든 일에 봉착하게 된다면 저는 일단 어 누구에게나 도움을 요청할 것 같습니다. 제일 먼저는 상사에게 보고 드리고 제가 이런 업무가 지금 현재 이런 난관에 봉착해 있으니 이 부분을 어떻게 해결했으면 좋겠습니까 라고 어 문의 드리고 그 부분에서 조언을 얻어서 제가 처리할 수 있는 것을 차근차근 해결해 나갈 것 같습니다.
만약 상사가 업무와 무관한 일을 시킨다면 어떻게 하실 건가요 그 일도 수행을 하실 건지 아니면 수행하지 않을 건지 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 상사가 업무와 무관한 일을 시키더라도 큰 틀에서 보면 그 또한 제가 수행하고 있는 업무와 연관되어 있을 것 같습니다. 그렇기 때문에 저는 어떠한 일이든 상사가 지시를 한다면 수행할 것 같습니다.                              .              .
다른 사람이 생각하는 지원자의 장점과 단점은 뭐라고 생각하시는지 그 이유도 같이 말씀해 주시겠습니까,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 나의 장점은 긍정적인 마인드와 밝은 웃는 얼굴이다. 긍정적인 마인드는 모든 사람들에게 포용할 수 있는 능력인 것 같다. 단점은 제가 싫었을 때 그 사람이 싫으면 얼굴에서 지극히 나타나는 현상이다.                               .             .
우리 회사에 들어오게 된다면 가장 가고 싶은 부서와 왜 그렇게 생각하셨는지 이유를 함께 말씀해 주십시오,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 이 회사에 들어오게 된다면 가장 하고 싶었던 일은 개발을 하는 직무입니다. 제가 가진 역량들을 최대한 활용하기 위해서 개발 업무를 맡고 싶습니다. 그리고 제가 조금은 내향적인 성격을 가지고 있습니다. 개발 업무를 하게 되면 다른 많은 분들과 무언가 소통하고 외향적인 분위기로 어떤 팀을 이끌어간다기보다 제 개인만의 시간으로 뭔가 개인적이고 창의적인 일들을 하면서 제 시간을 보낼 수 있다고 생각하기 때문에 어 개발 직무에서 한번 꼭 일해보고 싶습니다.
대학 생활을 보내면서 가장 힘들었던 경험은 무엇이었나요 또한 지원자님은 그것을 어떻게 극복하셨는지도 말씀 부탁드립니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 대학 생활을 보내면서 가장 힘들었던 경험은 전과를 했을 때입니다. 전과를 하면서 과를 바꿔서 새로운 친구들을 사겨야 됐고 새로운 과 문화에 적응을 했어야 했습니다. 다른 원래 과에 있던 친구들도 휴학을 많이 하고 외국을 가는 등 많이 뿔뿔이 흩어져서 대학 생활이 조금 외로웠지만 그래도 대학 생활을 하는 것에 인간관계가 중요하긴 하지만 가장 중요한 것은 저의 공부라고 생각했기 때문에 열심히 다른 사람들과 친해지려고 노력했고 마무리 대학 생활을 하였습니다.
지원자님은 평소에 개인 작업을 많이 하시는 편인가요 그렇다면 그렇게 할 수 있는 원동력은 무엇입니까,"RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 그림 그리는 것과 시뮬레이션 코드를 작성하는 것 둘 다에 흥미를 가졌습니다. 이런 흥미는 눈에 보이는 결과에서 비롯되었다고 생각합니다. 그림의 경우 제가 시간을 들이고 고민을 할수록 제가 그리고자 하는 그림을 더 잘 표현하고 눈으로 확인할 수 있었고, 시뮬레이션의 경우 구현하고자 하는 상황을 눈으로 확인하는 과정이 저에게 흥미를 가져다 주었습니다."
본인의 생각이 아니라 지원자님의 다른 주변 사람들이 생각하는 지원자님의 장점과 단점이 있다면 모두 한번 말씀해 주시겠습니까,"RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 컴퓨터면 컴퓨터 게임, 게임 업무 개발, 개발 예술 등 다양한 분야에 있어서 굉장히 광범위한 흥미를 가지고 있고 도전적으로 도전하려고 노력하는 편이기 때문에 이런 것들이 하나의 업무를 제대로 해내는 경우에는 조금 어렵지 않겠느냐 라는 이야기를 들은 적이 있습니다. 그것이 저의 단점이 될 수 있을 것 같고 때로는 이것이 저의 장점으로 작용한다고도 생각합니다.                한 업무를 한 가지 요소로만 해결할 수는 없다고               여러 가지 문제 해결을 해야 하는 상황이 온다고 하더라도 제가 알고 있는 지식들을 토대로 다양하게 다원화된 사회에서 이 모든 능력을 이용할 수 있을 것 같습니다."
본인의 생각이 아닌 지원자님의 다른 주변 사람들이 생각하는 지원자님의 단점과 장점을 모두 말해 보세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 항상 긍정적인 태도로 임해서 남들이 힘들어할 때 북돋아주고 응원해 주는 게 제가 습관이 되어 있다 보니까 다른 한편으로는 제가 사사로운 정에 약하다고들 많이들 해주십니다. 이게 저의 장점이고 단점이라고 많이들 말씀해 주십니다.                                많은 분들이               그분들의 이야기를 들어드리고 또 도움이 되고자 노력하고
면접자님은 협업을 할 때 어떤 점을 가장 중요하게 생각하시나요 그렇다면 그것을 왜 가장 중요하게 생각하는지 그 이유도 같이 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 협업을 할 때 팀원들과 공통된 어 어 목적을 설정하고 팀장은 그 협업의 업무를 균등하게 나누는 것이 가장 중요하다고 생각합니다.                              .                             .
다른 사람이 생각하는 지원자 분의 장단점은 무엇인가요 그 이유까지 함께 말해주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 사람들은 저에게 영업이 맞다고 생각하지만 단점은 입을 열면 조금 깬다는 것 같다. 가볍고 친근하게 하는 말 스타일이라 그런 부분이 아닌가 싶다. 고치기 위해 연습을 하고 있다.                              .              .
나만의 스트레스 해소법이 있는지 있다면 왜 그런 방법으로 스트레스를 해소하는지 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저만의 스트레스 해소법은 책을 읽는 것입니다. 이 책 속에는 정말 많은 지식들이 포함되어 있다고 생각합니다. 이 책을 읽으면서 저는 제 삶의 방향에 대해 더 생각을 할 수 있고 안 좋은 일이 있다고 하더라도 이 책을 읽으면서 그 속에서 어떤 해답을 찾아가고 제 자신을 더욱더 어 힐링을 했던 적이 굉장히 많았던 것 같습니다. 그렇기 때문에 제일 저만의 스트레스 해소법은 독서라고 말씀을 드릴 수 있을 것 같고 제가 입사를 하고 나서도 이 독서를 통해서 그 문제를 해결하고 싶습니다.
지금까지 살아오시면서 가장 힘들었던 경험은 어떤 것이가 어떤 것인가요 또 그것을 어떤 방법으로 극복하셨는지도 함께 말씀해 주시기를 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 지금까지 살아오면서 가장 힘들었던 경험은 해외에 나갔을 때였습니다. 그때부터 하루 빨리 이 영어를 마스터해서 이러한 설움을 이겨내고 여기서 잘 할 수 있다는 것을 보여주겠다. 그래서 매일같이 영어 단어를 백 개씩 외웠고 학교에서 배웠던 내용 중에 이해가 안 되는 부분은 집에 와서 사전을 옆에 두고 뜻을 찾아보면서 다시 복습했습니다. 이런 노력의 결과 영어가 들리기 시작했고 또 일 년이 지나자 능숙하게 말까지 할 수 있게 되었습니다.
지원자님께서 가지고 있는 상위 일 퍼센트의 능력에 대해서 말씀해 주시고 최대한 자세한 설명을 해 주시면 감사하겠습니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 가지고 있는 상위 일 퍼센트의 능력은 바로 운동 신경일 것 같습니다. 특히 소수의 인원들이 상위 일 퍼센트의 능력을 가지고 있는 사람들이라고 생각을 하는데 그들을 제외한 일반인들의 기준으로 봤을 때에 저의 운동 신경도 어 무시하지 못할 정도지 않을까 생각합니다. 제가 잘 하고 있는 축구도 순발력을 발휘해서 열심히 하고 있는 만큼 저의 능력은 순발력이지 않을까 생각합니다.
우리 회사에 들어오면 기존과는 업무 스타일이 조금 달라질 수 있습니다 면접자님께서는 기존과 다른 업무 스타일에 잘 적응할 수 있는지 궁금합니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 기존과 다른 업무 스타일을 배운다고 해서 불만을 표현하지 않고 오히려 빨리 적응하고자 노력할 것 같습니다. 또 만약에 이 업무에 빨리 적응을 못한다면 주변 팀원들에게 큰 피해와 민폐를 끼칠 수 있는 부분이라고 생각하기 때문에..............................................................
지금까지 살아오시면서 새로운 환경에서 전혀 몰랐던 일을 어 본인이 맡아서 하신 경험이 있으신지 궁금합니다 있다면 소개해 주시기를 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 인턴 생활을 하고 회사 업무를 했던 것 자체가 새로운 환경에서 전혀 몰랐던 일들을 했던 경험인 것 같습니다. 아 대학 생활을 거치고 연구소에서 인턴이나 현장 실습을 하기도 하고 그런 쪽에서 이제 기계공학과로서 업무를 많이 했었었는데 어 총무팀에 들어가서 일을 하면서 모든 일들이 저에게 새로웠습니다. 요런 일은 아무것도 모르는 일이었기 때문에 제일 처음에는 아무런 적응도 하지 못하였고 나중에는 어 팀에서 없어서는 안될 키 플레이어가 될 수 있었습니다.
지원자님께서 지원하신 그 직무가 아니라 다른 부서에 배치가 되게 된다면 그래도 괜찮으실까요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 지금 지원한 이 직무가 아닌 다른 부서에 배치되어도 그 일들을 잘 수행할 수 있습니다. 제가 지금까지 준비했던 것들이 지금 이 직무에 가장 적합하다고 생각했기 때문에 이 직무를 지원한 것입니다. 최선을 다해서 그 직무에서 최고가 되도록 노력하겠습니다.                              .
지원자님의 전공과 관련해서 부족하다고 느끼고 따로 공부를 하는 것이 있다면 어떠한 것이 있는지 설명해 주시면 감사하겠습니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 경제학을 전공하면서 부족한 금융 부분에 대한 지식을 쌓기 위해 인터넷 강의를 통해 유명한 교수님의 어 이 금융 금융 경제학 파트 부분을 공부하고 있습니다. 이를 통해서 금융 경제학의 전반적인 역사부터 실용적으로 알 수 있는 다양한 금융적인 저의 지식을 쌓고 있고 또 이를 바탕으로 제가 일을 할 때 큰 도움이 될 수 있다고 생각합니다. 이런 부분들을 계속해서 발전시키기 위해 금융 경제학을 추가적으로 공부하고 있습니다.
본인의 장단점을 각각 설명해 주시고 그것을 특화시키고 극복하기 위한 노력도 함께 말씀 부탁드립니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 사소한 일에도 감사함을 아는 편입니다. 상대방이 나를 위하고 생각하는 것은 감사한 일이기 때문입니다. 저의 단점은 실수를 하였을 경우 남들보다 크게 걱정을 하는 것입니다. 그렇기 때문에 저의 꼼꼼한 성격으로 실수를 최소화하기 위해서 한 번 더 검토를 하는 편이고 혹시 혹시라도 한 번 실수를 저지르게 되면 해당 실수는 다시는 하지 않으려고 노력하는 편입니다.
지원자님의 장점과 단점을 말씀해 주시고 그것을 특화시키고 극복하기 위한 노력도 함께 설명해 주세요,"RND 직무의 인성면접에 참가하게 된 경력직 지원자입니다. 제 장점은 시원시원하고 결단력이나 추진력이 있다는 거구요, 단점은 성격이 너무 급하고 말이 빠르다는 것입니다. 저는 제가 없는 기질을 애써 키우려고 하기보다는 제가 가진 강점을 더욱 키워서 차별성을 두려고 하는데, 제가 가진 강점을 더욱 견고히 할 수 있도록 결단력과 추진력에 필요한 다각적인 상황 판단이라든지 빠른 분석을 할 수 있는 능력이라든지 그런 점을 키우기 위해 노력을 하는 편입니다."
살면서 가장 힘들었던 점은 무엇이었나요 그리고 그 점을 극복하기 위해서는 어떤 노력을 해 보셨는지도 함께 얘기해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 살면서 가장 힘들었던 순간은 영어를 전혀 하지 못하는 상대태로 해외에 나가게 되었는데 그 상태로 영어로 모든 수업을 진행하고 또 영어를 사용하는 아이들이 있는 국제 학교에 다니게 되었습니다. 그때부터 저는 영어를 정말 열심히 공부했고 학교에서 배운 내용은 집에 돌아와 복습을 하며 사전을 옆에 두고 내용을 하나하나 정리하면서 모르는 단어는 찾아보며 공부했습니다. 이러한 노력 끝에 영어가 들리기 시작했고 이 년이라는 시간이 흐른 후에는 학교에서 가장 우수한 성적으로 어 졸업을 할 수 있었고 상장까지 받아냈습니다.
그동안 속해 있었던 조직 단체 속에서 지원자님께서는 주로 어떤 역할을 하는 사람이었는지 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 단체 생활을 하면서 리더 역할을 굉장히 많이 했습니다. 항상 리더 역할을 하고 여러 사람을 하나로 모으는 역할을 잘 하기 때문에 음 학창 시절 내내 리더로서 역할을 많이 해 왔던 것 같습니다. 이런 리더 기질이 제가 회사를 들어갔을 때도 능동적으로 적극적으로 임하는 데 도움이 될 거라고 생각합니다.                               .
지원자님의 성격상 장점과 단점에 대해 각각 말씀해 주십시오 구체적인 예시를 들어주셔도 좋을 것 같습니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제 장점은 사람들과 잘 친해진다는 것에 있습니다. 사람들의 말을 잘 들어주고 사람들에게 고민도 잘 들어주고 어 제가 원하는 바도 잘 얘기를 하고 어 유머를 적절히 잘 사용을 하면서 사람들과 친밀감을 가지고 그로인해서 업무를 할 때도 도움을 받을 수 있는 그런 기회를 삼을 수 있었던 것 같습니다. 팀에서는 최대한 빡빡하게 규정들을 만들고 진행해 나가고 있지만 더 빡빡하게 사람들에게 제시를 한 뒤에 그 규정을 맞는 안에 제가 이 정도까지는 해 오세요. 그 이유까지는 제가 받아들이지 못합니다 라는 방식으로 업무를 진행했었습니다.
지금까지 협업을 해 오면서 가장 어렵다고 생각한 것이 있다면 어떠한 것이었고 그 어려움을 어떻게 극복했는지도 함께 설명 바랍니다,"RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 팀 협업은 공통된 목표를 향해 효과적인 문제 해결을 독려하는 다양한 개성 전문 지식 창의력이 한 데 어우러져 상호 작용하는 과정이다. 직장 내의 협업은 대게 광범위한 비즈니스 목표를 길잡이로 삼기 때문에 어려움을 맞이하게 됐다. 특히나 가장 어려웠던 점은 각자에 아이디어가 나오는데 그 아이디어를 하나에 목표로 투영하는 것이었는데, 개인의 성취보다는 팀적인 성취를 위해 함께 힘을 내보자 이런 식으로 독려를 했던 것으로 기억된다."
일을 하다 보면 상사와 트러블이 생길 수 있는데요 이때 지원자님은 어떻게 할 것 같으십니까 또 만약에 상사가 혼내면 지원자님께선 기분 나쁘시진 않을지 말씀해 주세요,"RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 일을 하다 보면 상사와 트러블이 생길 수 있다고 생각합니다. 트러블이 생김으로써 제가 말씀드리고 싶었던 의견을 확실하게 말씀드릴 수 있는 그런 기회가 될 것 같기도 하고, 트러블이 생기지 않도록 조치할 수 있는 방안에 대해 고민해 볼 것 같습니다.                              ."
어 기차가 운행을 하다가 산 사태로 삼십 분 동안 정차되었다고 가정해 보겠습니다 이때 지원자님께서 본인이 관리 책임의 위치에 있다면 어떻게 조치를 하실 것 같으신지 말씀해 주시길 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 자연 재해로 인해서 차량 운행이 어렵습니다. 차량이 멈추면 승객분들이 굉장히 당황하실 것 같은데 방송을 통해서 안내를 해 드리고 또 해당 사건으로 인해서 차량이 몇 분 정도 지연이 되는지 또 보상은 어떻게 지급이 될 예정인지를 고지할 것 같습니다.                              .
여태까지 속해 계셨던 조직이나 단체 속에서 지원자님은 주로 어떤 일을 맡아서 하는 사람이었나요,"RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 따르는 역할도 했지만 리더 역할도 했습니다. 두 가지 성향을 다 가지고 있기 때문에 하이브리드입니다. 예전에 제가 함께했던 프로젝트에서 전 두 가지 역할을 했던 적이 있습니다. 그중에 리더는 따로 있었습니다. 그 리더는 자신의 일을 어 책임지지 못하고 나가 버렸지만, 제가 그 자리에서 우리 팀원들을 어떻게든 어 마무리는 지어야 해서 끌고 갔던 기억이 납니다."
해외에 파견 근무를 나가게 된다면 어느 나라에서 일을 하고 싶으십니까 이유도 말씀해 주시기 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 해외에 파견 근무를 나가게 된다면 터키에서 반드시 일을 해보고 싶습니다. 그 이유는 제가 터키에 굉장히 능통한 경험이 있기 때문인데 제가 터키에 굉장히 능통한 경험이 있기 때문입니다. 일 년 간의 교환 학생 기간이 끝나고도 저는 터키에서 더 지내게 되었는데 그곳에서 관련 직무와 관련된 인턴을 하면서 어 이 년이라는 시간을 더 보낼 수 있었습니다. 터키는 굉장히 어 발전 가능성이 많은 국가이기 때문에 이러한 점도 제가 터키의 끌림을 느끼는 이유 중의 하나 중 하나입니다.
일을 하다 보면 상사와 트러블이 생길 수도 있습니다 이런 상황이 발생한다면 어떻게 하시겠습니까 또 상사가 혼을 내면 기분 나쁘시지 않을까요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 상사와 동료들 간에 갈등 없이 잘 지내는 것이 바람직한 일이겠지만 일을 하다 보면 어 갈등이 생겨서 트러블이 생길 수도 있습니다. 제가 부족하고 일을 잘 수행하지 못했기 때문에 상사가 혼을 내내는 것이기 때문에 기분은 나쁘지 않을 것입니다.                              .              .
지원자님이 생각하는 십 년 후 미래의 본인은 어떤 모습일 것 같으세요 또한 저희 회사에 그때까지 계속 다니고 계실 것 같으신지 솔직하게 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 장기적인 미래 플랜을 가지고 이 회사에 지원했습니다. 그래서 앞으로 꽤 긴 시간 동안 이 회사에 다니면서 같이 성장하고 싶다고 생각했습니다. 그래서 십 년 후에도 이 회사에서 한 구성원으로서 제 역할을 다하면서 지내고 있을 것이라고 생각합니다. 알엔디 분야에서 전문적인 기술을 얻고 전문적인 능력을 가진 사람이 되어 있을 것 입니다.                               .
지원자님의 성격상 장점과 단점에 대해서 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 일을 맡기면 남들보다 빠르게 학습을 하기 때문에 일의 속도가 굉장히 빠르고 효율성도 높은 편이며 우유부단한 성격을 고치기 위해서 스스로가 어떤 기준을 세우고 기준에 딱 부합하지 않을 때는 아니오 라고 말할 수 있는 그런 성격을 키우기 위해 노력하고 있다. 그러다 보니 우유부단했던 성격도 결단력이 있는 성격으로 점차 변해가는 것 같다.
커뮤니케이션을 잘 할 수 있는 본인만의 기술이 있다면 이 자리에서 직접 한번 보여주실 수 있을까요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 커뮤니케이션 의사소통에 대해서 내향적인 성격이다 보니 어려워 하는 사람이라면 새로운 모임에 자주 가보라고 제안해 보고 싶습니다. 친한 친구들이기 때문에 의사소통을 하기 위해 하기 위해 말을 한다면 더 발전할 수 있다고는 생각하지 않기 때문에 이런 상황에서는 다른 새로운 모임들을 통해서 아예 새로운 사람들과의 대화를 함으로써 제가 가지고 있 그 사람이 가지고 있 그 사람이 가지고 있 그 사람이 가지고 있는 내향적인 성격을 바꿀 수 있다고 생각합니다.
지원자가 생각하는 본인이 아 이 능력은 상위 일 퍼센트 정도이다 라고 생각을 하는 그런 능력이 있다면 이걸 최대한 자세히 설명을 해주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 맡은 바는 끝까지 완성해야 한다는 책임감이 강하며 성실함에도 연결이 된다고 생각합니다. 실수 또한 자주 내지 않고 완벽하게 일을 처리하고 있기 때문에 저의 책임관과 성실함으로 아주 우수한 결과물을 낼 수 있지 않을까 생각이 들고 감사드립니다.                              .              ......
기차가 운행 시에 산사태로 삼십 분 동안 정차되었다고 합시다 이때 관리 책임의 위치에 있다면 어떻게 조치하실 건지 말씀해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 산사태로 인해 차량이 정차가 되었다면 가장 먼저 방송으로 차량이 멈췄다고 할 것 같습니다. 그 뒤로는 어떠한 보상이 이루어지고 언제 또 차량이 운행이 될 수 있는지에 대해 추가로 방송을 할 것 같은데 안도되었고 추가적으로 보상도 이루어지고 몇 분 안에 기차가 운행이 될 수 있다는 설명이 들리니 즐거운 경험으로 기억하고 있습니다.
다른 지원자들에 비해 지원자님만이 가진 차별성 장점을 어필한다면 어떤 것이 있으십니까,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 주변 사람들을 환히 밝히는 긍정적인 에너지가 있다고 생각합니다. 내향적이기보다는 굉장히 외향적이고 감정적인 부분을 드러내기보다는 논리적으로 또 감정을 배제하고 이성적인 사고로 처리하는 그런 능력이 있습니다. 그래서 이 두 가지가 저의 가장 큰 차별점이자 장점이라고 할 수 있습니다.                               .
지원자분께서 대학 생활을 보내시면서 가장 힘들었던 경험은 무엇일지 궁금합니다 그것을 어떻게 극복하셨는지도 함께 이야기해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 대학 생활을 하면서 전공 교수님 중에 저를 유독 좋지 않게 보는 분이 한 분 계셔서 굉장히 많은 고민을 했고 힘들었던 것 같습니다. 또 전공 수업을 하시는 분이기 때문에 학점 부분에 있어서도 열심히 노력하고 정말 잘 할려고 했는데도 어 제 뜻대로 학점이 나오지 않아 제가 스트레스를 많이 받은 적이 있습니다.                               .
입사 후에 쉬운 일과 어려운 일이 있을 때 그 일에 대한 분배는 어떻게 하실지 일을 어떤 방법으로 나눠서 처리할 생각인지 궁금합니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 사람이 상식적으로 어려운 일을 먼저 한 다음 쉬운 일을 하게 되면 심리적으로나 뒤에 하는 일이 더욱 쉽게 느껴질 것입니다. 하지만 쉬운 일을 하고 어려운 일을 하게 된다면 일의 능률이나 시간 같은 경우도 훨씬 더 효율적으로 분배되어서 일 처리하는 데 크게 도움을 받을 것 같습니다. 그렇기 때문에 저는 굳이 쉬운 일과 어려운 일에 대해서 우선순위를 정해야 한다면 어려운 일을 먼저 시작한 뒤 그 일을 다 마치고 나서 그 다음에 쉬운 일을 처리하는데 힘을 쓸 것 같습니다.
회사 일을 하게 되면 중국으로 출장을 갈 일이 조금 생길 수도 있습니다 중국 출장도 괜찮으신가요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 이전부터 중국에서 대학교를 다녔기 때문에 큰 어려움이 없다고 생각합니다. 여름방학 때 교환 학생으로 중국을 다녀왔었는데 중국에 대한 인식도 많이 배우게 되었고 중국에 대한 이미지를 직접 체험해 볼 수 있었던 게 가장 기억에 남았습니다.                               ...              .
지원자님께서 요즘 공부하는 것이 있다면 어떤 것을 왜 공부하시는지 또한 지금까지 무엇들을 배웠는지도 설명 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 클래식 기타를 중학교 이 학년 정도에 한 세 달 정도 공부를 하면서 배웠던 경험이 있었는데 고등학교를 진학하면서 그만두면서 공부를 잘 하지 못했다. 하지만 지금 다른 공부들을 마친 상황에서 개인적으로 시간이 있어 다시 요즘에 공부를 하고 있는데 제가 기타를 치면서 음악을 듣는 것을 굉장히 좋아하고 평소에 버스킹 같은 공연들을 봤을 때 제가 좋아하는 노래를 연주하면서 직접 노래를 혼자 한번 불러보고 싶다는 생각이 들었습니다.
지원자님께서 지원하신 그 직무가 아니라 다른 부서에 배치가 되게 된다면 그래도 괜찮으실까요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 제가 지금 지원한 이 직무가 아닌 다른 부서에 배치되어도 그 일들을 잘 수행할 수 있습니다. 제가 지금까지 준비했던 것들이 지금 이 직무에 가장 적합하다고 생각했기 때문에 이 직무를 지원한 것입니다. 최선을 다해서 그 직무에서 최고가 되도록 노력하겠습니다.                              .
면접자님께서는 팀으로 일하는 것과 혼자 일하는 것 중에 무엇을 더 선호하십니까 그 이유도 함께 구체적으로 제시해 주시기 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 저는 팀원들 각각이 가진 모든 능력이 다르기 때문에 이를 적극 활용한다면 혼자 일하는 것보다 훨씬 더 높은 효율성을 가질 수 있고 일 더하기 일이 이가 아닌 삼 사 훨씬 더 높은 시너지를 낼 수 있기 때문에 팀원으로 일하는 것을 선호합니다.                               .
이전 직장이나 대학교에서 지금까지 어떤 프로젝트를 해 오셨는지 생각나는 게 있으시다면 한 번 말씀해 주시길 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 대학에 다닐 때 과제로 팀원을 구성해서 애니메이션 작품을 만드는 어 프로젝트를 만든 적이 있습니다. 서로 배려하는 마음과 각자 잘할 수 있는 분야를 선택해서 그 작품을 완성한 적이 있습니다.                                               에              .
본인의 장단점을 설명해 주세요 그리고 그것을 특화시키고 극복하기 위해 노력했던 부분도 함께 얘기해 주세요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 급작스럽게 나빠진 가정사로 대학 입학을 포기할 수밖에 없었고 저는 일을 다양한 사회 경험으로 적극적인 성격으로 바꾸는 계기로 삼고자 노력했습니다. 반면에 단점은 상황을 분석하는 성향이 타인의 이야기를 들어 줄 때 부정적인 경우가 있었고 솔직하고 직설적인 화법으로 상대방의 감정을 상하게 했던 적이 있었고 성장 과정에서 부모님께 변화를 만들어 가는 것들에서 되게 의연하지 못한 태도를 많이 해왔던 것들이 이러한 결과를 초래했던 것 같습니다. 너무 감사한 경험이었습니다.
이제까지 속해 있었던 조직이나 단체에서 본인이 맡았던 역할은 주로 어떤 역할이었는지 말씀해 주실 수 있을까요,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 리더는 타인의 의견을 잘 수용하고 다른 사람의 기분이나 그 날의 분위기도 잘 살펴야 하는데 제가 그런 쪽에 조금 더 신경이 발달되어 있다 보니 남들이 항상 좋아해주는 리더로서 지금까지 모든 조직과 단체에 속해 있었던 것 같습니다.                              ......              .
만약 일을 하시다가 본인의 상사 분에게 굉장히 어려운 지시를 받게 된다고 하면 어떻게 하고 싶으신지 궁금합니다 그 이유도 함께 어 설명해 주시면 좋을 것 같습니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 개인적인 것과 조직의 가치관이 부딪친다면 저는 조직의 가치에 따라 더 옳은 방향으로 행동해야 한다고 생각합니다. 그렇기 때문에 상사가 저에게 어려운 지시를 내리더라도 저는 묵묵히 이것을 수행하고 싶습니다. 감사합니다.       제가 미처 생각 못한 이유가 있을 수 있기 때문입니다. 하지만 동일한 일이 반복된다면 충분히 수행한 후 조심스럽게 다른 방법을 제시해 보겠습니다. 그럼에도 변화가 없는 것이라면 상사께서도 부수적인 설명이 있으시거나 별도의 지시가 있을 것이라고 생각합니다.
본인의 생각이 아닌 지원자님의 다른 주변 사람들이 생각하는 지원자님의 장점과 단점을 모두 말씀해 주시기를 바랍니다,RND 직무의 인성면접에 참가하게 된 신입 지원자입니다. 평소에 어떤 일을 할 때 제 성향이 즉흥적으로 했을 때 나오는 우발적인 상황들을 즐기기도 하면서 계획을 하면서 꼼꼼하게 하는 것에 대해서 압박감을 느끼고 힘들어 합니다. 그래서 저는 이 첫 단점도 알고 있기 때문에 다른 주변 사람들도 이렇게 얘기를 하면서 하는 것 같고 장점으로는 끈기와 유쾌함이라고 얘기해 주는 것 같으며 어떠한 유쾌한 점도 제 장점이라고도 종종 듣는데 처음에는 약간 낯을 가리는 스타일이지만 주변에서는 전혀 몰랐다고 얘기한 것을 꽤 많이 들었습니다.
